continent.country.region,Freq,continent,country,region,iso2c,iso3c,latitude_country,longitude_country,latitude_region,longitude_region,locality_revgeo,administrative_area_level_1_revgeo,administrative_area_level_2_revgeo,country_revgeo,state_revgeo_natearth,country_revgeo_natearth,,
South America / Brazil / Rio De Janeiro,397,South America,Brazil,Rio De Janeiro,BR,BRA,-10.78777567,-53.09783199,-22.9068467,-43.1728965,NA,State of Rio de Janeiro,Rio de Janeiro,Brazil,Rio de Janeiro,Brazil,TRUE,
South America / Brazil / Rio Grande do Norte,797,South America,Brazil,Rio Grande do Norte,BR,BRA,-10.78777567,-53.09783199,-5.4025803,-36.954107,NA,State of Rio Grande do Norte,Assu,Brazil,Rio Grande do Norte,Brazil,TRUE,
South America / Brazil / Rio Grande do Sul,2468,South America,Brazil,Rio Grande do Sul,BR,BRA,-10.78777567,-53.09783199,-29.3646459,-51.6657692,Boa Vista do Sul,Rio Grande do Sul,Boa Vista do Sul,Brazil,Rio Grande do Sul,Brazil,TRUE,
South America / Brazil / Rio Grande Do Sul,105,South America,Brazil,Rio Grande Do Sul,BR,BRA,-10.78777567,-53.09783199,-29.3646459,-51.6657692,Boa Vista do Sul,Rio Grande do Sul,Boa Vista do Sul,Brazil,Rio Grande do Sul,Brazil,TRUE,
South America / Brazil / Rondonia,416,South America,Brazil,Rondonia,BR,BRA,-10.78777567,-53.09783199,-11.5057341,-63.580611,NA,Rondônia,São Miguel do Guaporé,Brazil,Rondônia,Brazil,TRUE,
South America / Brazil / Roraima,296,South America,Brazil,Roraima,BR,BRA,-10.78777567,-53.09783199,1.5957682,-60.5820676,NA,State of Roraima,Caracaraí,Brazil,Roraima,Brazil,TRUE,
South America / Brazil / Santa Catarina,3905,South America,Brazil,Santa Catarina,BR,BRA,-10.78777567,-53.09783199,-26.928572,-49.3653149,NA,State of Santa Catarina,Rodeio,Brazil,Santa Catarina,Brazil,TRUE,
South America / Brazil / Sao Paulo,51508,South America,Brazil,Sao Paulo,BR,BRA,-10.78777567,-53.09783199,-23.5557714,-46.6395571,NA,São Paulo,São Paulo,Brazil,São Paulo,Brazil,TRUE,
South America / Brazil / São Paulo,11,South America,Brazil,São Paulo,BR,BRA,-10.78777567,-53.09783199,-23.5557714,-46.6395571,NA,São Paulo,São Paulo,Brazil,São Paulo,Brazil,TRUE,
South America / Brazil / Sergipe,509,South America,Brazil,Sergipe,BR,BRA,-10.78777567,-53.09783199,-10.6738878,-37.4681396,NA,State of Sergipe,Itabaiana,Brazil,Sergipe,Brazil,TRUE,
South America / Brazil / Tocantins,529,South America,Brazil,Tocantins,BR,BRA,-10.78777567,-53.09783199,-11.4098737,-48.7191423,NA,State of Tocantins,Gurupi,Brazil,Tocantins,Brazil,TRUE,
South America / Caribbean Netherlands / Bonaire,1165,South America,Caribbean Netherlands,Bonaire,BQ,BES,12.178361,-68.238534,12.2018902,-68.2623822,Kralendijk,Bonaire,NA,Caribbean Netherlands,Bonaire,Netherlands,FALSE,
South America / Caribbean Netherlands / NA,32,South America,Caribbean Netherlands,NA,BQ,BES,12.178361,-68.238534,12.178361,-68.238534,Kralendijk,Bonaire,NA,Caribbean Netherlands,Bonaire,Netherlands,FALSE,
South America / Chile / Aisen,344,South America,Chile,Aisen,CL,CHL,-37.73069754,-71.38255879,-46.378345,-72.3007623,NA,Aysén,General Carrera,Chile,Aysén,Chile,TRUE,
South America / Chile / Antofagasta,964,South America,Chile,Antofagasta,CL,CHL,-37.73069754,-71.38255879,-23.6509279,-70.3975022,Antofagasta,Antofagasta,Antofagasta Province,Chile,Antofagasta,Chile,TRUE,
South America / Chile / Antofagasta.,1,South America,Chile,Antofagasta.,CL,CHL,-37.73069754,-71.38255879,-23.6509279,-70.3975022,Antofagasta,Antofagasta,Antofagasta Province,Chile,Antofagasta,Chile,TRUE,
South America / Chile / Araucania,118,South America,Chile,Araucania,CL,CHL,-37.73069754,-71.38255879,-38.948921,-72.331113,NA,Araucanía,Cautín,Chile,Araucanía,Chile,TRUE,
South America / Chile / Araucanía,236,South America,Chile,Araucanía,CL,CHL,-37.73069754,-71.38255879,-38.948921,-72.331113,NA,Araucanía,Cautín,Chile,Araucanía,Chile,TRUE,
South America / Chile / Arica and Parinacota,939,South America,Chile,Arica and Parinacota,CL,CHL,-37.73069754,-71.38255879,-18.5940485,-69.4784541,NA,Arica y Parinacota,Parinacota,Chile,Arica y Parinacota,Chile,TRUE,
South America / Chile / Arica and Parinacote,55,South America,Chile,Arica and Parinacote,CL,CHL,-37.73069754,-71.38255879,-18.5940485,-69.4784541,NA,Arica y Parinacota,Parinacota,Chile,Arica y Parinacota,Chile,TRUE,
South America / Chile / Arica y Parinacota,56,South America,Chile,Arica y Parinacota,CL,CHL,-37.73069754,-71.38255879,-18.5940485,-69.4784541,NA,Arica y Parinacota,Parinacota,Chile,Arica y Parinacota,Chile,TRUE,
South America / Chile / Arica y Parinacota Region,48,South America,Chile,Arica y Parinacota Region,CL,CHL,-37.73069754,-71.38255879,-18.5940485,-69.4784541,NA,Arica y Parinacota,Parinacota,Chile,Arica y Parinacota,Chile,TRUE,
South America / Chile / Atacama,675,South America,Chile,Atacama,CL,CHL,-37.73069754,-71.38255879,-27.5660558,-70.050314,NA,Atacama,Copiapo,Chile,Atacama,Chile,TRUE,
South America / Chile / Aysen,22,South America,Chile,Aysen,CL,CHL,-37.73069754,-71.38255879,-46.378345,-72.3007623,NA,Aysén,General Carrera,Chile,Aysén,Chile,TRUE,
South America / Chile / Biobio,1347,South America,Chile,Biobio,CL,CHL,-37.73069754,-71.38255879,-37.4464428,-72.1416132,NA,Bío Bío,Biobio,Chile,Biobío,Chile,TRUE,
South America / Chile / Calama,1,South America,Chile,Calama,CL,CHL,-37.73069754,-71.38255879,-22.4543923,-68.9293819,Calama,Antofagasta,El Loa,Chile,Antofagasta,Chile,TRUE,
"South America / Chile / Calama, Antofagasta",11,South America,Chile,"Calama, Antofagasta",CL,CHL,-37.73069754,-71.38255879,-22.4543923,-68.9293819,Calama,Antofagasta,El Loa,Chile,Antofagasta,Chile,TRUE,
South America / Chile / Coquimbo,550,South America,Chile,Coquimbo,CL,CHL,-37.73069754,-71.38255879,-29.9590009,-71.3389183,Coquimbo,Coquimbo,Elqui Province,Chile,Coquimbo,Chile,TRUE,
South America / Chile / El Maule,13,South America,Chile,El Maule,CL,CHL,-37.73069754,-71.38255879,-35.5183364,-71.6884912,Maule,Maule,Talca Province,Chile,Maule,Chile,TRUE,
South America / Chile / La Antofagasta,6,South America,Chile,La Antofagasta,CL,CHL,-37.73069754,-71.38255879,-37.73069754,-71.38255879,NA,Bío Bío,Biobio,Chile,Biobío,Chile,TRUE,
South America / Chile / La Araucania,577,South America,Chile,La Araucania,CL,CHL,-37.73069754,-71.38255879,-38.948921,-72.331113,NA,Araucanía,Cautín,Chile,Araucanía,Chile,TRUE,
South America / Chile / La Araucanía,1,South America,Chile,La Araucanía,CL,CHL,-37.73069754,-71.38255879,-38.948921,-72.331113,NA,Araucanía,Cautín,Chile,Araucanía,Chile,TRUE,
South America / Chile / Libertador General Bernardo O'Higgins,42,South America,Chile,Libertador General Bernardo O'Higgins,CL,CHL,-37.73069754,-71.38255879,-34.5755374,-71.0022311,NA,O'Higgins,Colchagua,Chile,O'Higgins,Chile,TRUE,
South America / Chile / Libertador General Bernardo O Higgins,29,South America,Chile,Libertador General Bernardo O Higgins,CL,CHL,-37.73069754,-71.38255879,-34.5755374,-71.0022311,NA,O'Higgins,Colchagua,Chile,O'Higgins,Chile,TRUE,
South America / Chile / Los Lagos,865,South America,Chile,Los Lagos,CL,CHL,-37.73069754,-71.38255879,-41.9197779,-72.1416132,NA,Los Lagos,Llanquihue,Chile,Los Lagos,Chile,TRUE,
South America / Chile / Los Rios,406,South America,Chile,Los Rios,CL,CHL,-37.73069754,-71.38255879,-40.2310217,-72.331113,NA,Los Ríos,Ranco,Chile,Los Ríos,Chile,TRUE,
South America / Chile / Los Ríos,39,South America,Chile,Los Ríos,CL,CHL,-37.73069754,-71.38255879,-40.2310217,-72.331113,NA,Los Ríos,Ranco,Chile,Los Ríos,Chile,TRUE,
South America / Chile / Magallanes,555,South America,Chile,Magallanes,CL,CHL,-37.73069754,-71.38255879,-52.2064316,-72.1685001,NA,Magallanes and Chilean Antarctica,Última Esperanza,Chile,Magellan and the Chilean Antarctic,Chile,TRUE,
South America / Chile / Magallanes y de la Antartica Chilena,3,South America,Chile,Magallanes y de la Antartica Chilena,CL,CHL,-37.73069754,-71.38255879,-52.2064316,-72.1685001,NA,Magallanes and Chilean Antarctica,Última Esperanza,Chile,Magellan and the Chilean Antarctic,Chile,TRUE,
South America / Chile / Maule,615,South America,Chile,Maule,CL,CHL,-37.73069754,-71.38255879,-35.5183364,-71.6884912,Maule,Maule,Talca Province,Chile,Maule,Chile,TRUE,
South America / Chile / NA,3,South America,Chile,NA,CL,CHL,-37.73069754,-71.38255879,-37.73069754,-71.38255879,NA,Bío Bío,Biobio,Chile,Biobío,Chile,TRUE,
South America / Chile / Nuble,422,South America,Chile,Nuble,CL,CHL,-37.73069754,-71.38255879,-36.7225743,-71.7622481,NA,Ñuble,Punilla Province,Chile,Ñuble,Chile,TRUE,
South America / Chile / Ñuble,140,South America,Chile,Ñuble,CL,CHL,-37.73069754,-71.38255879,-36.7225743,-71.7622481,NA,Ñuble,Punilla Province,Chile,Ñuble,Chile,TRUE,
South America / Chile / O'Higgins,1141,South America,Chile,O'Higgins,CL,CHL,-37.73069754,-71.38255879,-48.4661496,-72.5592154,O'Higgins,Aysén,Capitán Prat Province,Chile,Santa Cruz,Argentina,FALSE,
South America / Chile / O Higgins,2,South America,Chile,O Higgins,CL,CHL,-37.73069754,-71.38255879,-48.4661496,-72.5592154,O'Higgins,Aysén,Capitán Prat Province,Chile,Santa Cruz,Argentina,FALSE,
South America / Chile / Puerto Montt,1,South America,Chile,Puerto Montt,CL,CHL,-37.73069754,-71.38255879,-41.468917,-72.9411364,Puerto Montt,Los Lagos,Llanquihue Province,Chile,Los Lagos,Chile,TRUE,
South America / Chile / Region Metropolitana de Santiago,7525,South America,Chile,Region Metropolitana de Santiago,CL,CHL,-37.73069754,-71.38255879,-33.4375545,-70.6504896,Santiago,Santiago Metropolitan Region,Santiago Province,Chile,Santiago,Chile,TRUE,
South America / Chile / Tarapaca,872,South America,Chile,Tarapaca,CL,CHL,-37.73069754,-71.38255879,-19.9243492,-69.5109513,San Lorenzo de Tarapacá,Tarapacá,Tamarugal,Chile,Tarapacá,Chile,TRUE,
South America / Chile / Tarapacá,1,South America,Chile,Tarapacá,CL,CHL,-37.73069754,-71.38255879,-19.9243492,-69.5109513,San Lorenzo de Tarapacá,Tarapacá,Tamarugal,Chile,Tarapacá,Chile,TRUE,
South America / Chile / Valparaiso,1231,South America,Chile,Valparaiso,CL,CHL,-37.73069754,-71.38255879,-33.047238,-71.6126885,Valparaíso,Valparaíso,Valparaíso Province,Chile,Valparaíso,Chile,TRUE,
South America / Colombia / ,2,South America,Colombia,,CO,COL,3.91383156,-73.08114936,4.570868,-74.297333,NA,Cundinamarca,Soacha,Colombia,Cundinamarca,Colombia,TRUE,
South America / Colombia / Amazonas,149,South America,Colombia,Amazonas,CO,COL,3.91383156,-73.08114936,-1.4429123,-71.5723953,NA,Amazonas,Puerto Santander,Colombia,Amazonas,Colombia,TRUE,
South America / Colombia / Antioquia,3006,South America,Colombia,Antioquia,CO,COL,3.91383156,-73.08114936,7.1986064,-75.3412179,NA,Antioquia,Yarumal,Colombia,Antioquia,Colombia,TRUE,
South America / Colombia / Arauca,54,South America,Colombia,Arauca,CO,COL,3.91383156,-73.08114936,6.547306,-71.0022311,NA,Arauca,Arauquita,Colombia,Arauca,Colombia,TRUE,
South America / Colombia / Atlantico,467,South America,Colombia,Atlantico,CO,COL,3.91383156,-73.08114936,10.6966159,-74.8741045,NA,Atlantico,Sabanalarga,Colombia,Atlántico,Colombia,TRUE,
South America / Colombia / Atlántico,34,South America,Colombia,Atlántico,CO,COL,3.91383156,-73.08114936,10.6966159,-74.8741045,NA,Atlantico,Sabanalarga,Colombia,Atlántico,Colombia,TRUE,
South America / Colombia / Barranquilla,2,South America,Colombia,Barranquilla,CO,COL,3.91383156,-73.08114936,11.0041072,-74.8069813,Barranquilla,Atlántico,Barranquilla,Colombia,Atlántico,Colombia,TRUE,
South America / Colombia / Bogota,2868,South America,Colombia,Bogota,CO,COL,3.91383156,-73.08114936,4.7109886,-74.072092,Bogotá,Bogota,NA,Colombia,Bogotá,Colombia,TRUE,
South America / Colombia / Bogotá,204,South America,Colombia,Bogotá,CO,COL,3.91383156,-73.08114936,4.7109886,-74.072092,Bogotá,Bogota,NA,Colombia,Bogotá,Colombia,TRUE,
South America / Colombia / Bogota D.C.,73,South America,Colombia,Bogota D.C.,CO,COL,3.91383156,-73.08114936,4.7109886,-74.072092,Bogotá,Bogota,NA,Colombia,Bogotá,Colombia,TRUE,
South America / Colombia / Bolivar,403,South America,Colombia,Bolivar,CO,COL,3.91383156,-73.08114936,8.6704382,-74.0300122,NA,Bolivar,San Martín de Loba,Colombia,Bolívar,Colombia,TRUE,
South America / Colombia / Bolívar,87,South America,Colombia,Bolívar,CO,COL,3.91383156,-73.08114936,8.6704382,-74.0300122,NA,Bolivar,San Martín de Loba,Colombia,Bolívar,Colombia,TRUE,
South America / Colombia / Boyaca,118,South America,Colombia,Boyaca,CO,COL,3.91383156,-73.08114936,5.454511,-73.362003,Boyacá,Boyaca,Boyacá,Colombia,Boyacá,Colombia,TRUE,
South America / Colombia / Boyacá,10,South America,Colombia,Boyacá,CO,COL,3.91383156,-73.08114936,5.454511,-73.362003,Boyacá,Boyaca,Boyacá,Colombia,Boyacá,Colombia,TRUE,
South America / Colombia / Caldas,130,South America,Colombia,Caldas,CO,COL,3.91383156,-73.08114936,5.29826,-75.2479061,NA,Caldas,Marulanda,Colombia,Caldas,Colombia,TRUE,
South America / Colombia / CALDAS,1,South America,Colombia,CALDAS,CO,COL,3.91383156,-73.08114936,5.29826,-75.2479061,NA,Caldas,Marulanda,Colombia,Caldas,Colombia,TRUE,
South America / Colombia / Caqueta,24,South America,Colombia,Caqueta,CO,COL,3.91383156,-73.08114936,0.869892,-73.8419063,NA,Caqueta,San Vicente del Caguán,Colombia,Caquetá,Colombia,TRUE,
South America / Colombia / Caquetá,22,South America,Colombia,Caquetá,CO,COL,3.91383156,-73.08114936,0.869892,-73.8419063,NA,Caqueta,San Vicente del Caguán,Colombia,Caquetá,Colombia,TRUE,
South America / Colombia / Casanare,22,South America,Colombia,Casanare,CO,COL,3.91383156,-73.08114936,5.7589269,-71.5723953,NA,Casanare,Paz de Ariporo,Colombia,Casanare,Colombia,TRUE,
South America / Colombia / Cauca,59,South America,Colombia,Cauca,CO,COL,3.91383156,-73.08114936,2.7049813,-76.8259652,NA,Cauca,Cajibio,Colombia,Cauca,Colombia,TRUE,
South America / Colombia / CAUCA,3,South America,Colombia,CAUCA,CO,COL,3.91383156,-73.08114936,2.7049813,-76.8259652,NA,Cauca,Cajibio,Colombia,Cauca,Colombia,TRUE,
South America / Colombia / Cesar,165,South America,Colombia,Cesar,CO,COL,3.91383156,-73.08114936,9.3372948,-73.6536209,NA,Cesar,Chiriguaná,Colombia,Cesar,Colombia,TRUE,
South America / Colombia / Choco,31,South America,Colombia,Choco,CO,COL,3.91383156,-73.08114936,5.2528033,-76.8259652,NA,Choco,Istmina,Colombia,Chocó,Colombia,TRUE,
South America / Colombia / Cordoba,306,South America,Colombia,Cordoba,CO,COL,3.91383156,-73.08114936,8.049293,-75.57405,Córdoba,Córdoba,Montelíbano,Colombia,Córdoba,Colombia,TRUE,
South America / Colombia / Córdoba,39,South America,Colombia,Córdoba,CO,COL,3.91383156,-73.08114936,8.049293,-75.57405,Córdoba,Córdoba,Montelíbano,Colombia,Córdoba,Colombia,TRUE,
South America / Colombia / Cundinamarca,287,South America,Colombia,Cundinamarca,CO,COL,3.91383156,-73.08114936,5.026003,-74.0300122,NA,Cundinamarca,Zipaquirá,Colombia,Cundinamarca,Colombia,TRUE,
South America / Colombia / Distrito Capital,29,South America,Colombia,Distrito Capital,CO,COL,3.91383156,-73.08114936,4.7109886,-74.072092,Bogotá,Bogota,NA,Colombia,Bogotá,Colombia,TRUE,
South America / Colombia / Guainia,14,South America,Colombia,Guainia,CO,COL,3.91383156,-73.08114936,2.585393,-68.5247149,NA,Guainia,Puerto Colombia,Colombia,Guainía,Colombia,TRUE,
South America / Colombia / Guajira,1,South America,Colombia,Guajira,CO,COL,3.91383156,-73.08114936,11.3547743,-72.5204827,NA,La Guajira,Maicao,Colombia,La Guajira,Colombia,TRUE,
South America / Colombia / Guanía,12,South America,Colombia,Guanía,CO,COL,3.91383156,-73.08114936,2.585393,-68.5247149,NA,Guainia,Puerto Colombia,Colombia,Guainía,Colombia,TRUE,
South America / Colombia / Guaviare,5,South America,Colombia,Guaviare,CO,COL,3.91383156,-73.08114936,1.06539,-73.2603199,Guaviare,Guaviare,Calamar,Colombia,Guaviare,Colombia,TRUE,
South America / Colombia / Guiania,2,South America,Colombia,Guiania,CO,COL,3.91383156,-73.08114936,2.585393,-68.5247149,NA,Guainia,Puerto Colombia,Colombia,Guainía,Colombia,TRUE,
South America / Colombia / Huila,64,South America,Colombia,Huila,CO,COL,3.91383156,-73.08114936,2.5359349,-75.5276699,NA,Huila,Yaguará,Colombia,Huila,Colombia,TRUE,
South America / Colombia / La Guajira,102,South America,Colombia,La Guajira,CO,COL,3.91383156,-73.08114936,11.3547743,-72.5204827,NA,La Guajira,Maicao,Colombia,La Guajira,Colombia,TRUE,
South America / Colombia / Magdalena,488,South America,Colombia,Magdalena,CO,COL,3.91383156,-73.08114936,10.4113014,-74.4056612,NA,Magdalena,Pivijay,Colombia,Magdalena,Colombia,TRUE,
South America / Colombia / Meta,133,South America,Colombia,Meta,CO,COL,3.91383156,-73.08114936,3.2719904,-73.087749,NA,Meta,Puerto Lleras,Colombia,Meta,Colombia,TRUE,
South America / Colombia / Montenegro,1,South America,Colombia,Montenegro,CO,COL,3.91383156,-73.08114936,4.566637,-75.75012,Montenegro,Quindio,Montenegro,Colombia,Quindío,Colombia,TRUE,
South America / Colombia / NA,84,South America,Colombia,NA,CO,COL,3.91383156,-73.08114936,3.91383156,-73.08114936,NA,Meta,Puerto López,Colombia,Meta,Colombia,TRUE,
South America / Colombia / Narino,197,South America,Colombia,Narino,CO,COL,3.91383156,-73.08114936,1.289151,-77.35794,Nariño,Narino,Pasto,Colombia,Nariño,Colombia,TRUE,
South America / Colombia / Nariño,32,South America,Colombia,Nariño,CO,COL,3.91383156,-73.08114936,1.289151,-77.35794,Nariño,Narino,Pasto,Colombia,Nariño,Colombia,TRUE,
South America / Colombia / Neiva,3,South America,Colombia,Neiva,CO,COL,3.91383156,-73.08114936,2.9344837,-75.2809001,Neiva,Huila,Neiva,Colombia,Huila,Colombia,TRUE,
South America / Colombia / Norte de Santander,70,South America,Colombia,Norte de Santander,CO,COL,3.91383156,-73.08114936,8.6999099,-73.46146,Norte de Santander,Norte de Santander,El Carmen,Colombia,Norte de Santander,Colombia,TRUE,
South America / Colombia / Norte De Santander,1,South America,Colombia,Norte De Santander,CO,COL,3.91383156,-73.08114936,8.6999099,-73.46146,Norte de Santander,Norte de Santander,El Carmen,Colombia,Norte de Santander,Colombia,TRUE,
South America / Colombia / Putumayo,100,South America,Colombia,Putumayo,CO,COL,3.91383156,-73.08114936,0.4359506,-75.5276699,NA,Putumayo,Leguizamo,Colombia,Putumayo,Colombia,TRUE,
South America / Colombia / Quindio,178,South America,Colombia,Quindio,CO,COL,3.91383156,-73.08114936,4.4610191,-75.667356,NA,Quindio,Calarca,Colombia,Quindío,Colombia,TRUE,
South America / Colombia / Quindío,15,South America,Colombia,Quindío,CO,COL,3.91383156,-73.08114936,4.4610191,-75.667356,NA,Quindio,Calarca,Colombia,Quindío,Colombia,TRUE,
South America / Colombia / Risaralda,118,South America,Colombia,Risaralda,CO,COL,3.91383156,-73.08114936,5.3158475,-75.9927652,NA,Risaralda,Pueblo Rico,Colombia,Risaralda,Colombia,TRUE,
South America / Colombia / San Andres,4,South America,Colombia,San Andres,CO,COL,3.91383156,-73.08114936,12.576855,-81.705052,San Andrés,San Andrés y Providencia,San Andrés,Colombia,Archipelago of Saint Andréws,Colombia,TRUE,
South America / Colombia / San Andres islas,5,South America,Colombia,San Andres islas,CO,COL,3.91383156,-73.08114936,12.5450153,-81.7075787,NA,San Andrés y Providencia,San Andrés,Colombia,Archipelago of Saint Andréws,Colombia,TRUE,
South America / Colombia / San Andres y Providencia,208,South America,Colombia,San Andres y Providencia,CO,COL,3.91383156,-73.08114936,12.5567324,-81.7185253,La Loma,San Andrés y Providencia,San Andrés,Colombia,NA,Dhekelia Cantonment,FALSE,
South America / Colombia / San Andres Y Providencia,3,South America,Colombia,San Andres Y Providencia,CO,COL,3.91383156,-73.08114936,12.5567324,-81.7185253,La Loma,San Andrés y Providencia,San Andrés,Colombia,NA,Dhekelia Cantonment,FALSE,
South America / Colombia / San Andrés y Providencia,23,South America,Colombia,San Andrés y Providencia,CO,COL,3.91383156,-73.08114936,12.5567324,-81.7185253,La Loma,San Andrés y Providencia,San Andrés,Colombia,NA,Dhekelia Cantonment,FALSE,
South America / Colombia / Santander,253,South America,Colombia,Santander,CO,COL,3.91383156,-73.08114936,6.6437076,-73.6536209,NA,Santander,El Carmen de Chucurí,Colombia,Santander,Colombia,TRUE,
South America / Colombia / Sucre,107,South America,Colombia,Sucre,CO,COL,3.91383156,-73.08114936,8.813977,-74.723283,Sucre,Sucre,Sucre,Colombia,Sucre,Colombia,TRUE,
South America / Colombia / Tolima,174,South America,Colombia,Tolima,CO,COL,3.91383156,-73.08114936,4.0925168,-75.1545381,NA,Tolima,San Luís,Colombia,Tolima,Colombia,TRUE,
South America / Colombia / Valle del cauca,1,South America,Colombia,Valle del cauca,CO,COL,3.91383156,-73.08114936,3.8008893,-76.6412712,NA,Valle del Cauca,Dagua,Colombia,Valle del Cauca,Colombia,TRUE,
South America / Colombia / Valle del Cauca,1900,South America,Colombia,Valle del Cauca,CO,COL,3.91383156,-73.08114936,3.8008893,-76.6412712,NA,Valle del Cauca,Dagua,Colombia,Valle del Cauca,Colombia,TRUE,
South America / Colombia / Valle Del Cauca,295,South America,Colombia,Valle Del Cauca,CO,COL,3.91383156,-73.08114936,3.8008893,-76.6412712,NA,Valle del Cauca,Dagua,Colombia,Valle del Cauca,Colombia,TRUE,
South America / Colombia / Vaupes,12,South America,Colombia,Vaupes,CO,COL,3.91383156,-73.08114936,0.8553561,-70.8119953,NA,Vaupes,Mitú,Colombia,Vaupés,Colombia,TRUE,
South America / Colombia / Vaupés,1,South America,Colombia,Vaupés,CO,COL,3.91383156,-73.08114936,0.8553561,-70.8119953,NA,Vaupes,Mitú,Colombia,Vaupés,Colombia,TRUE,
South America / Colombia / Vichada,22,South America,Colombia,Vichada,CO,COL,3.91383156,-73.08114936,4.4234452,-69.2877535,NA,Vichada,Cumaribo,Colombia,Vichada,Colombia,TRUE,
South America / Curaçao / Curacao,1234,South America,Curaçao,Curacao,CW,CUW,12.19552443,-68.9712225,12.16957,-68.99002,NA,Curaçao,NA,Curaçao,Curaçao,Curaçao,TRUE,
South America / Curaçao / NA,38,South America,Curaçao,NA,CW,CUW,12.19552443,-68.9712225,12.19552443,-68.9712225,NA,Curaçao,NA,Curaçao,Curaçao,Curaçao,TRUE,
South America / Curaçao / Willemstad,1,South America,Curaçao,Willemstad,CW,CUW,12.19552443,-68.9712225,12.1224221,-68.8824233,Willemstad,Curaçao,Santa Maria,Curaçao,Curaçao,Curaçao,TRUE,
South America / Ecuador / Aguarico,2,South America,Ecuador,Aguarico,EC,ECU,-1.42381949,-78.75203573,-1.0267259,-75.8998674,NA,Orellana,Aguarico,Ecuador,Orellana,Ecuador,TRUE,
South America / Ecuador / Azuay,145,South America,Ecuador,Azuay,EC,ECU,-1.42381949,-78.75203573,-2.8943068,-78.9968344,Cuenca,Azuay,Cuenca,Ecuador,Azuay,Ecuador,TRUE,
South America / Ecuador / bolivar,2,South America,Ecuador,bolivar,EC,ECU,-1.42381949,-78.75203573,-1.7095828,-79.0450429,San Miguel,Bolivar,San Miguel,Ecuador,Bolívar,Ecuador,TRUE,
South America / Ecuador / Bolivar,57,South America,Ecuador,Bolivar,EC,ECU,-1.42381949,-78.75203573,-1.7095828,-79.0450429,San Miguel,Bolivar,San Miguel,Ecuador,Bolívar,Ecuador,TRUE,
South America / Ecuador / Cañar,24,South America,Ecuador,Cañar,EC,ECU,-1.42381949,-78.75203573,-2.5589315,-78.9388191,Canar,Cañar,Cañar,Ecuador,Cañar,Ecuador,TRUE,
South America / Ecuador / Carchi,54,South America,Ecuador,Carchi,EC,ECU,-1.42381949,-78.75203573,0.5026912,-77.9042521,Bolívar,Carchi,Bolivar,Ecuador,Carchi,Ecuador,TRUE,
South America / Ecuador / chimborazo,1,South America,Ecuador,chimborazo,EC,ECU,-1.42381949,-78.75203573,-1.4693018,-78.8169396,NA,Chimborazo,Guano,Ecuador,Chimborazo,Ecuador,TRUE,
South America / Ecuador / Chimborazo,229,South America,Ecuador,Chimborazo,EC,ECU,-1.42381949,-78.75203573,-1.4693018,-78.8169396,NA,Chimborazo,Guano,Ecuador,Chimborazo,Ecuador,TRUE,
South America / Ecuador / cotopaxi,1,South America,Ecuador,cotopaxi,EC,ECU,-1.42381949,-78.75203573,-0.6837541,-78.4371901,NA,Cotopaxi,Latacunga,Ecuador,Cotopaxi,Ecuador,TRUE,
South America / Ecuador / Cotopaxi,58,South America,Ecuador,Cotopaxi,EC,ECU,-1.42381949,-78.75203573,-0.6837541,-78.4371901,NA,Cotopaxi,Latacunga,Ecuador,Cotopaxi,Ecuador,TRUE,
South America / Ecuador / Daule,1,South America,Ecuador,Daule,EC,ECU,-1.42381949,-78.75203573,-1.86218,-79.977669,NA,Guayas,Cantón Daule,Ecuador,Guayas,Ecuador,TRUE,
South America / Ecuador / El Oro,334,South America,Ecuador,El Oro,EC,ECU,-1.42381949,-78.75203573,-3.2592413,-79.9583541,Machala,El Oro,Machala,Ecuador,El Oro,Ecuador,TRUE,
South America / Ecuador / Eloro,1,South America,Ecuador,Eloro,EC,ECU,-1.42381949,-78.75203573,-3.2592413,-79.9583541,Machala,El Oro,Machala,Ecuador,El Oro,Ecuador,TRUE,
South America / Ecuador / esmeraldas,1,South America,Ecuador,esmeraldas,EC,ECU,-1.42381949,-78.75203573,0.9681789,-79.6517202,Esmeraldas,Esmeraldas,NA,Ecuador,NA,Dhekelia Cantonment,FALSE,
South America / Ecuador / Esmeraldas,72,South America,Ecuador,Esmeraldas,EC,ECU,-1.42381949,-78.75203573,0.9681789,-79.6517202,Esmeraldas,Esmeraldas,NA,Ecuador,NA,Dhekelia Cantonment,FALSE,
South America / Ecuador / Galapagos,18,South America,Ecuador,Galapagos,EC,ECU,-1.42381949,-78.75203573,-0.9537691,-90.9656019,Puerto Villamil,Galápagos Islands,Isabela,Ecuador,Galápagos,Ecuador,TRUE,
South America / Ecuador / Galápagos,19,South America,Ecuador,Galápagos,EC,ECU,-1.42381949,-78.75203573,-0.9537691,-90.9656019,Puerto Villamil,Galápagos Islands,Isabela,Ecuador,Galápagos,Ecuador,TRUE,
South America / Ecuador / Guayaquil,4,South America,Ecuador,Guayaquil,EC,ECU,-1.42381949,-78.75203573,-2.1894128,-79.8890662,Guayaquil,Guayas,Guayaquil,Ecuador,NA,Dhekelia Cantonment,FALSE,
South America / Ecuador / Guayas,796,South America,Ecuador,Guayas,EC,ECU,-1.42381949,-78.75203573,-1.9574839,-79.9192702,NA,Guayas,Cantón Daule,Ecuador,Guayas,Ecuador,TRUE,
