"type","age","date","count"
"cases","6-17",2020-12-10,3345
"cases","18-54",2020-12-10,10801
"cases","55-64",2020-12-10,1828
"cases","65-74",2020-12-10,788
"cases","75-84",2020-12-10,654
"cases","85+",2020-12-10,645
"cases","0-5",2020-12-11,477
"cases","6-17",2020-12-11,3661
"cases","18-54",2020-12-11,11240
"cases","55-64",2020-12-11,2054
"cases","65-74",2020-12-11,962
"cases","75-84",2020-12-11,735
"cases","85+",2020-12-11,693
"cases","0-5",2020-12-12,383
"cases","6-17",2020-12-12,2943
"cases","18-54",2020-12-12,9345
"cases","55-64",2020-12-12,1664
"cases","65-74",2020-12-12,687
"cases","75-84",2020-12-12,532
"cases","85+",2020-12-12,457
"cases","0-5",2020-12-13,452
"cases","6-17",2020-12-13,3391
"cases","18-54",2020-12-13,10520
"cases","55-64",2020-12-13,1781
"cases","65-74",2020-12-13,844
"cases","75-84",2020-12-13,617
"cases","85+",2020-12-13,510
"cases","0-5",2020-12-14,694
"cases","6-17",2020-12-14,5392
"cases","18-54",2020-12-14,17155
"cases","55-64",2020-12-14,3101
"cases","65-74",2020-12-14,1239
"cases","75-84",2020-12-14,944
"cases","85+",2020-12-14,955
"cases","0-5",2020-12-15,619
"cases","6-17",2020-12-15,5004
"cases","18-54",2020-12-15,17398
"cases","55-64",2020-12-15,3040
"cases","65-74",2020-12-15,1229
"cases","75-84",2020-12-15,920
"cases","85+",2020-12-15,864
"cases","0-5",2020-12-16,685
"cases","6-17",2020-12-16,4721
"cases","18-54",2020-12-16,18676
"cases","55-64",2020-12-16,2969
"cases","65-74",2020-12-16,1353
"cases","75-84",2020-12-16,914
"cases","85+",2020-12-16,782
"cases","0-5",2020-12-17,667
"cases","6-17",2020-12-17,4262
"cases","18-54",2020-12-17,18513
"cases","55-64",2020-12-17,3112
"cases","65-74",2020-12-17,1355
"cases","75-84",2020-12-17,896
"cases","85+",2020-12-17,762
"cases","0-5",2020-12-18,756
"cases","6-17",2020-12-18,4571
"cases","18-54",2020-12-18,19737
"cases","55-64",2020-12-18,3429
"cases","65-74",2020-12-18,1470
"cases","75-84",2020-12-18,970
"cases","85+",2020-12-18,804
"cases","0-5",2020-12-19,567
"cases","6-17",2020-12-19,3134
"cases","18-54",2020-12-19,13309
"cases","55-64",2020-12-19,2311
"cases","65-74",2020-12-19,1065
"cases","75-84",2020-12-19,696
"cases","85+",2020-12-19,567
"cases","0-5",2020-12-20,741
"cases","6-17",2020-12-20,3969
"cases","18-54",2020-12-20,18277
"cases","55-64",2020-12-20,3293
"cases","65-74",2020-12-20,1365
"cases","75-84",2020-12-20,744
"cases","85+",2020-12-20,484
"cases","0-5",2020-12-21,936
"cases","6-17",2020-12-21,5610
"cases","18-54",2020-12-21,26856
"cases","55-64",2020-12-21,4815
"cases","65-74",2020-12-21,2018
"cases","75-84",2020-12-21,1183
"cases","85+",2020-12-21,1065
"cases","0-5",2020-12-22,942
"cases","6-17",2020-12-22,5312
"cases","18-54",2020-12-22,25677
"cases","55-64",2020-12-22,4606
"cases","65-74",2020-12-22,2084
"cases","75-84",2020-12-22,1201
"cases","85+",2020-12-22,995
"cases","0-5",2020-12-23,934
"cases","6-17",2020-12-23,4741
"cases","18-54",2020-12-23,23774
"cases","55-64",2020-12-23,4201
"cases","65-74",2020-12-23,1900
"cases","75-84",2020-12-23,1151
"cases","85+",2020-12-23,851
"cases","0-5",2020-12-24,717
"cases","6-17",2020-12-24,3550
"cases","18-54",2020-12-24,18142
"cases","55-64",2020-12-24,3325
"cases","65-74",2020-12-24,1459
"cases","75-84",2020-12-24,857
"cases","85+",2020-12-24,619
"cases","0-5",2020-12-25,244
"cases","6-17",2020-12-25,1333
"cases","18-54",2020-12-25,7884
"cases","55-64",2020-12-25,1604
"cases","65-74",2020-12-25,750
"cases","75-84",2020-12-25,499
"cases","85+",2020-12-25,353
"cases","0-5",2020-12-26,873
"cases","6-17",2020-12-26,4255
"cases","18-54",2020-12-26,23550
"cases","55-64",2020-12-26,4416
"cases","65-74",2020-12-26,1856
"cases","75-84",2020-12-26,988
"cases","85+",2020-12-26,730
"cases","0-5",2020-12-27,909
"cases","6-17",2020-12-27,4799
"cases","18-54",2020-12-27,27420
"cases","55-64",2020-12-27,5194
"cases","65-74",2020-12-27,2076
"cases","75-84",2020-12-27,1176
"cases","85+",2020-12-27,836
"cases","0-5",2020-12-28,811
"cases","6-17",2020-12-28,4310
"cases","18-54",2020-12-28,25502
"cases","55-64",2020-12-28,4991
"cases","65-74",2020-12-28,2200
"cases","75-84",2020-12-28,1243
"cases","85+",2020-12-28,896
"cases","0-5",2020-12-29,1412
"cases","6-17",2020-12-29,7992
"cases","18-54",2020-12-29,45871
"cases","55-64",2020-12-29,9200
"cases","65-74",2020-12-29,3874
"cases","75-84",2020-12-29,2228
"cases","85+",2020-12-29,1856
"cases","0-5",2020-12-30,1293
"cases","6-17",2020-12-30,7110
"cases","18-54",2020-12-30,39636
"cases","55-64",2020-12-30,7887
"cases","65-74",2020-12-30,3519
"cases","75-84",2020-12-30,1981
"cases","85+",2020-12-30,1410
"cases","0-5",2020-12-31,965
"cases","6-17",2020-12-31,5322
"cases","18-54",2020-12-31,29158
"cases","55-64",2020-12-31,5874
"cases","65-74",2020-12-31,2746
"cases","75-84",2020-12-31,1510
"cases","85+",2020-12-31,1065
"cases","0-5",2021-01-01,639
"cases","6-17",2021-01-01,2996
"cases","18-54",2021-01-01,17325
"cases","55-64",2021-01-01,3713
"cases","65-74",2021-01-01,1708
"cases","75-84",2021-01-01,1037
"cases","85+",2021-01-01,796
"cases","0-5",2021-01-02,1057
"cases","6-17",2021-01-02,6192
"cases","18-54",2021-01-02,34279
"cases","55-64",2021-01-02,6666
"cases","65-74",2021-01-02,2918
"cases","75-84",2021-01-02,1687
"cases","85+",2021-01-02,1308
"cases","0-5",2021-01-03,1001
"cases","6-17",2021-01-03,5693
"cases","18-54",2021-01-03,31788
"cases","55-64",2021-01-03,5875
"cases","65-74",2021-01-03,2466
"cases","75-84",2021-01-03,1496
"cases","85+",2021-01-03,1134
"cases","0-5",2021-01-04,1242
"cases","6-17",2021-01-04,7764
"cases","18-54",2021-01-04,43106
"cases","55-64",2021-01-04,8444
"cases","65-74",2021-01-04,3868
"cases","75-84",2021-01-04,2390
"cases","85+",2021-01-04,2105
"cases","0-5",2021-01-05,993
"cases","6-17",2021-01-05,6154
"cases","18-54",2021-01-05,36057
"cases","55-64",2021-01-05,7197
"cases","65-74",2021-01-05,3266
"cases","75-84",2021-01-05,2280
"cases","85+",2021-01-05,1987
"cases","0-5",2021-01-06,951
"cases","6-17",2021-01-06,5430
"cases","18-54",2021-01-06,31754
"cases","55-64",2021-01-06,6409
"cases","65-74",2021-01-06,2902
"cases","75-84",2021-01-06,2041
"cases","85+",2021-01-06,1728
"cases","0-5",2021-01-07,908
"cases","6-17",2021-01-07,5021
"cases","18-54",2021-01-07,28443
"cases","55-64",2021-01-07,5943
"cases","65-74",2021-01-07,2808
"cases","75-84",2021-01-07,1945
"cases","85+",2021-01-07,1609
"cases","0-5",2021-01-08,841
"cases","6-17",2021-01-08,4410
"cases","18-54",2021-01-08,25604
"cases","55-64",2021-01-08,5307
"cases","65-74",2021-01-08,2480
"cases","75-84",2021-01-08,1802
"cases","85+",2021-01-08,1775
"cases","0-5",2021-01-09,745
"cases","6-17",2021-01-09,3702
"cases","18-54",2021-01-09,21882
"cases","55-64",2021-01-09,4459
"cases","65-74",2021-01-09,1986
"cases","75-84",2021-01-09,1357
"cases","85+",2021-01-09,1274
"cases","0-5",2021-01-10,703
"cases","6-17",2021-01-10,3285
"cases","18-54",2021-01-10,20370
"cases","55-64",2021-01-10,4365
"cases","65-74",2021-01-10,1845
"cases","75-84",2021-01-10,1201
"cases","85+",2021-01-10,1036
"cases","0-5",2021-01-11,1084
"cases","6-17",2021-01-11,4884
"cases","18-54",2021-01-11,31770
"cases","55-64",2021-01-11,7016
"cases","65-74",2021-01-11,2993
"cases","75-84",2021-01-11,2061
"cases","85+",2021-01-11,2059
"cases","0-5",2021-01-12,980
"cases","6-17",2021-01-12,4172
"cases","18-54",2021-01-12,27059
"cases","55-64",2021-01-12,6034
"cases","65-74",2021-01-12,2514
"cases","75-84",2021-01-12,1895
"cases","85+",2021-01-12,1926
"cases","0-5",2021-01-13,940
"cases","6-17",2021-01-13,4106
"cases","18-54",2021-01-13,25213
"cases","55-64",2021-01-13,5268
"cases","65-74",2021-01-13,2337
"cases","75-84",2021-01-13,1636
"cases","85+",2021-01-13,1584
"cases","0-5",2021-01-14,926
"cases","6-17",2021-01-14,3718
"cases","18-54",2021-01-14,23503
"cases","55-64",2021-01-14,5034
"cases","65-74",2021-01-14,2190
"cases","75-84",2021-01-14,1554
"cases","85+",2021-01-14,1541
"cases","0-5",2021-01-15,950
"cases","6-17",2021-01-15,3715
"cases","18-54",2021-01-15,22260
"cases","55-64",2021-01-15,4796
"cases","65-74",2021-01-15,2071
"cases","75-84",2021-01-15,1501
"cases","85+",2021-01-15,1458
"cases","0-5",2021-01-16,760
"cases","6-17",2021-01-16,2819
"cases","18-54",2021-01-16,17100
"cases","55-64",2021-01-16,3511
"cases","65-74",2021-01-16,1561
"cases","75-84",2021-01-16,1017
"cases","85+",2021-01-16,870
"cases","0-5",2021-01-17,710
"cases","6-17",2021-01-17,2591
"cases","18-54",2021-01-17,16295
"cases","55-64",2021-01-17,3453
"cases","65-74",2021-01-17,1351
"cases","75-84",2021-01-17,994
"cases","85+",2021-01-17,794
"cases","0-5",2021-01-18,1020
"cases","6-17",2021-01-18,3958
"cases","18-54",2021-01-18,24691
"cases","55-64",2021-01-18,5497
"cases","65-74",2021-01-18,2253
"cases","75-84",2021-01-18,1645
"cases","85+",2021-01-18,1598
"cases","0-5",2021-01-19,928
"cases","6-17",2021-01-19,3517
"cases","18-54",2021-01-19,21939
"cases","55-64",2021-01-19,4514
"cases","65-74",2021-01-19,2002
"cases","75-84",2021-01-19,1484
"cases","85+",2021-01-19,1543
"cases","0-5",2021-01-20,849
"cases","6-17",2021-01-20,3190
"cases","18-54",2021-01-20,19130
"cases","55-64",2021-01-20,4099
"cases","65-74",2021-01-20,1736
"cases","75-84",2021-01-20,1346
"cases","85+",2021-01-20,1370
"cases","0-5",2021-01-21,786
"cases","6-17",2021-01-21,2814
"cases","18-54",2021-01-21,17554
"cases","55-64",2021-01-21,3705
"cases","65-74",2021-01-21,1623
"cases","75-84",2021-01-21,1152
"cases","85+",2021-01-21,1066
"cases","0-5",2021-01-22,786
"cases","6-17",2021-01-22,2717
"cases","18-54",2021-01-22,16296
"cases","55-64",2021-01-22,3398
"cases","65-74",2021-01-22,1574
"cases","75-84",2021-01-22,1108
"cases","85+",2021-01-22,994
"cases","0-5",2021-01-23,623
"cases","6-17",2021-01-23,1988
"cases","18-54",2021-01-23,12122
"cases","55-64",2021-01-23,2576
"cases","65-74",2021-01-23,1116
"cases","75-84",2021-01-23,769
"cases","85+",2021-01-23,668
"cases","0-5",2021-01-24,536
"cases","6-17",2021-01-24,1474
"cases","18-54",2021-01-24,9477
"cases","55-64",2021-01-24,1931
"cases","65-74",2021-01-24,889
"cases","75-84",2021-01-24,607
"cases","85+",2021-01-24,527
"cases","0-5",2021-01-25,807
"cases","6-17",2021-01-25,2604
"cases","18-54",2021-01-25,16333
"cases","55-64",2021-01-25,3467
"cases","65-74",2021-01-25,1596
"cases","75-84",2021-01-25,1108
"cases","85+",2021-01-25,1157
"cases","0-5",2021-01-26,695
"cases","6-17",2021-01-26,2379
"cases","18-54",2021-01-26,14717
"cases","55-64",2021-01-26,3128
"cases","65-74",2021-01-26,1365
"cases","75-84",2021-01-26,1083
"cases","85+",2021-01-26,1038
"cases","0-5",2021-01-27,631
"cases","6-17",2021-01-27,2360
"cases","18-54",2021-01-27,14064
"cases","55-64",2021-01-27,3073
"cases","65-74",2021-01-27,1321
"cases","75-84",2021-01-27,877
"cases","85+",2021-01-27,891
"cases","0-5",2021-01-28,605
"cases","6-17",2021-01-28,2156
"cases","18-54",2021-01-28,13229
"cases","55-64",2021-01-28,2863
"cases","65-74",2021-01-28,1250
"cases","75-84",2021-01-28,887
"cases","85+",2021-01-28,830
"cases","0-5",2021-01-29,605
"cases","6-17",2021-01-29,2118
"cases","18-54",2021-01-29,11564
"cases","55-64",2021-01-29,2551
"cases","65-74",2021-01-29,1150
"cases","75-84",2021-01-29,904
"cases","85+",2021-01-29,776
"cases","0-5",2021-01-30,503
"cases","6-17",2021-01-30,1595
"cases","18-54",2021-01-30,9105
"cases","55-64",2021-01-30,1953
"cases","65-74",2021-01-30,870
"cases","75-84",2021-01-30,551
"cases","85+",2021-01-30,416
"cases","0-5",2021-01-31,435
"cases","6-17",2021-01-31,1351
"cases","18-54",2021-01-31,8554
"cases","55-64",2021-01-31,1663
"cases","65-74",2021-01-31,769
"cases","75-84",2021-01-31,497
"cases","85+",2021-01-31,428
"cases","0-5",2021-02-01,553
"cases","6-17",2021-02-01,1980
"cases","18-54",2021-02-01,12157
"cases","55-64",2021-02-01,2627
"cases","65-74",2021-02-01,1150
"cases","75-84",2021-02-01,800
"cases","85+",2021-02-01,830
"cases","0-5",2021-02-02,559
"cases","6-17",2021-02-02,1793
"cases","18-54",2021-02-02,10563
"cases","55-64",2021-02-02,2237
"cases","65-74",2021-02-02,942
"cases","75-84",2021-02-02,776
"cases","85+",2021-02-02,771
"cases","0-5",2021-02-03,524
"cases","6-17",2021-02-03,1812
"cases","18-54",2021-02-03,10595
"cases","55-64",2021-02-03,2136
"cases","65-74",2021-02-03,1003
"cases","75-84",2021-02-03,669
"cases","85+",2021-02-03,655
"cases","0-5",2021-02-04,526
"cases","6-17",2021-02-04,1877
"cases","18-54",2021-02-04,9567
"cases","55-64",2021-02-04,2119
"cases","65-74",2021-02-04,873
"cases","75-84",2021-02-04,610
"cases","85+",2021-02-04,563
"cases","0-5",2021-02-05,449
"cases","6-17",2021-02-05,1457
"cases","18-54",2021-02-05,8433
"cases","55-64",2021-02-05,1709
"cases","65-74",2021-02-05,802
"cases","75-84",2021-02-05,566
"cases","85+",2021-02-05,546
"cases","0-5",2021-02-06,330
"cases","6-17",2021-02-06,1148
"cases","18-54",2021-02-06,6470
"cases","55-64",2021-02-06,1311
"cases","65-74",2021-02-06,610
"cases","75-84",2021-02-06,393
"cases","85+",2021-02-06,317
"cases","0-5",2021-02-07,302
"cases","6-17",2021-02-07,1116
"cases","18-54",2021-02-07,6263
"cases","55-64",2021-02-07,1199
"cases","65-74",2021-02-07,547
"cases","75-84",2021-02-07,380
"cases","85+",2021-02-07,320
"cases","0-5",2021-02-08,438
"cases","6-17",2021-02-08,1393
"cases","18-54",2021-02-08,8449
"cases","55-64",2021-02-08,1692
"cases","65-74",2021-02-08,733
"cases","75-84",2021-02-08,564
"cases","85+",2021-02-08,550
"cases","0-5",2021-02-09,342
"cases","6-17",2021-02-09,1284
"cases","18-54",2021-02-09,7436
"cases","55-64",2021-02-09,1614
"cases","65-74",2021-02-09,674
"cases","75-84",2021-02-09,442
"cases","85+",2021-02-09,438
"cases","0-5",2021-02-10,343
"cases","6-17",2021-02-10,1173
"cases","18-54",2021-02-10,7292
"cases","55-64",2021-02-10,1510
"cases","65-74",2021-02-10,661
"cases","75-84",2021-02-10,426
"cases","85+",2021-02-10,420
"cases","0-5",2021-02-11,347
"cases","6-17",2021-02-11,1220
"cases","18-54",2021-02-11,6768
"cases","55-64",2021-02-11,1495
"cases","65-74",2021-02-11,616
"cases","75-84",2021-02-11,384
"cases","85+",2021-02-11,365
"cases","0-5",2021-02-12,330
"cases","6-17",2021-02-12,1145
"cases","18-54",2021-02-12,6360
"cases","55-64",2021-02-12,1403
"cases","65-74",2021-02-12,566
"cases","75-84",2021-02-12,391
"cases","85+",2021-02-12,362
"cases","0-5",2021-02-13,252
"cases","6-17",2021-02-13,866
"cases","18-54",2021-02-13,4738
"cases","55-64",2021-02-13,1006
"cases","65-74",2021-02-13,404
"cases","75-84",2021-02-13,249
"cases","85+",2021-02-13,213
"cases","0-5",2021-02-14,256
"cases","6-17",2021-02-14,777
"cases","18-54",2021-02-14,4701
"cases","55-64",2021-02-14,968
"cases","65-74",2021-02-14,384
"cases","75-84",2021-02-14,239
"cases","85+",2021-02-14,196
"cases","0-5",2021-02-15,349
"cases","6-17",2021-02-15,1180
"cases","18-54",2021-02-15,7691
"cases","55-64",2021-02-15,1658
"cases","65-74",2021-02-15,678
"cases","75-84",2021-02-15,458
"cases","85+",2021-02-15,438
"cases","0-5",2021-02-16,333
"cases","6-17",2021-02-16,1001
"cases","18-54",2021-02-16,6852
"cases","55-64",2021-02-16,1354
"cases","65-74",2021-02-16,574
"cases","75-84",2021-02-16,372
"cases","85+",2021-02-16,313
"cases","0-5",2021-02-17,286
"cases","6-17",2021-02-17,1005
"cases","18-54",2021-02-17,6290
"cases","55-64",2021-02-17,1299
"cases","65-74",2021-02-17,508
"cases","75-84",2021-02-17,324
"cases","85+",2021-02-17,297
"cases","0-5",2021-02-18,259
"cases","6-17",2021-02-18,995
"cases","18-54",2021-02-18,6296
"cases","55-64",2021-02-18,1233
"cases","65-74",2021-02-18,500
"cases","75-84",2021-02-18,307
"cases","85+",2021-02-18,303
"cases","0-5",2021-02-19,271
"cases","6-17",2021-02-19,953
"cases","18-54",2021-02-19,5465
"cases","55-64",2021-02-19,1176
"cases","65-74",2021-02-19,509
"cases","75-84",2021-02-19,278
"cases","85+",2021-02-19,221
"cases","0-5",2021-02-20,228
"cases","6-17",2021-02-20,810
"cases","18-54",2021-02-20,4259
"cases","55-64",2021-02-20,864
"cases","65-74",2021-02-20,355
"cases","75-84",2021-02-20,195
"cases","85+",2021-02-20,175
"cases","0-5",2021-02-21,200
"cases","6-17",2021-02-21,744
"cases","18-54",2021-02-21,4305
"cases","55-64",2021-02-21,874
"cases","65-74",2021-02-21,340
"cases","75-84",2021-02-21,166
"cases","85+",2021-02-21,159
"cases","0-5",2021-02-22,263
"cases","6-17",2021-02-22,1111
"cases","18-54",2021-02-22,6117
"cases","55-64",2021-02-22,1259
"cases","65-74",2021-02-22,493
"cases","75-84",2021-02-22,298
"cases","85+",2021-02-22,307
"cases","0-5",2021-02-23,274
"cases","6-17",2021-02-23,890
"cases","18-54",2021-02-23,5135
"cases","55-64",2021-02-23,963
"cases","65-74",2021-02-23,406
"cases","75-84",2021-02-23,222
"cases","85+",2021-02-23,238
"cases","0-5",2021-02-24,184
"cases","6-17",2021-02-24,830
"cases","18-54",2021-02-24,4621
"cases","55-64",2021-02-24,903
"cases","65-74",2021-02-24,331
"cases","75-84",2021-02-24,199
"cases","85+",2021-02-24,209
"cases","0-5",2021-02-25,198
"cases","6-17",2021-02-25,759
"cases","18-54",2021-02-25,4066
"cases","55-64",2021-02-25,833
"cases","65-74",2021-02-25,337
"cases","75-84",2021-02-25,188
"cases","85+",2021-02-25,220
"cases","0-5",2021-02-26,185
"cases","6-17",2021-02-26,670
"cases","18-54",2021-02-26,3512
"cases","55-64",2021-02-26,725
"cases","65-74",2021-02-26,276
"cases","75-84",2021-02-26,152
"cases","85+",2021-02-26,144
"cases","0-5",2021-02-27,128
"cases","6-17",2021-02-27,433
"cases","18-54",2021-02-27,2642
"cases","55-64",2021-02-27,504
"cases","65-74",2021-02-27,190
"cases","75-84",2021-02-27,111
"cases","85+",2021-02-27,94
"cases","0-5",2021-02-28,120
"cases","6-17",2021-02-28,433
"cases","18-54",2021-02-28,2563
"cases","55-64",2021-02-28,472
"cases","65-74",2021-02-28,173
"cases","75-84",2021-02-28,109
"cases","85+",2021-02-28,81
"cases","0-5",2021-03-01,179
"cases","6-17",2021-03-01,692
"cases","18-54",2021-03-01,3652
"cases","55-64",2021-03-01,725
"cases","65-74",2021-03-01,245
"cases","75-84",2021-03-01,195
"cases","85+",2021-03-01,197
"cases","0-5",2021-03-02,170
"cases","6-17",2021-03-02,736
"cases","18-54",2021-03-02,3525
"cases","55-64",2021-03-02,665
"cases","65-74",2021-03-02,235
"cases","75-84",2021-03-02,180
"cases","85+",2021-03-02,164
"cases","0-5",2021-03-03,156
"cases","6-17",2021-03-03,699
"cases","18-54",2021-03-03,3196
"cases","55-64",2021-03-03,583
"cases","65-74",2021-03-03,193
"cases","75-84",2021-03-03,138
"cases","85+",2021-03-03,123
"cases","0-5",2021-03-04,148
"cases","6-17",2021-03-04,746
"cases","18-54",2021-03-04,2948
"cases","55-64",2021-03-04,493
"cases","65-74",2021-03-04,210
"cases","75-84",2021-03-04,115
"cases","85+",2021-03-04,119
"cases","0-5",2021-03-05,163
"cases","6-17",2021-03-05,740
"cases","18-54",2021-03-05,2749
"cases","55-64",2021-03-05,512
"cases","65-74",2021-03-05,170
"cases","75-84",2021-03-05,117
"cases","85+",2021-03-05,98
"cases","0-5",2021-03-06,129
"cases","6-17",2021-03-06,570
"cases","18-54",2021-03-06,2316
"cases","55-64",2021-03-06,385
"cases","65-74",2021-03-06,144
"cases","75-84",2021-03-06,84
"cases","85+",2021-03-06,73
"cases","0-5",2021-03-07,114
"cases","6-17",2021-03-07,486
"cases","18-54",2021-03-07,2230
"cases","55-64",2021-03-07,412
"cases","65-74",2021-03-07,133
"cases","75-84",2021-03-07,80
"cases","85+",2021-03-07,70
"cases","0-5",2021-03-08,178
"cases","6-17",2021-03-08,1049
"cases","18-54",2021-03-08,3265
"cases","55-64",2021-03-08,600
"cases","65-74",2021-03-08,204
"cases","75-84",2021-03-08,135
"cases","85+",2021-03-08,123
"cases","0-5",2021-03-09,188
"cases","6-17",2021-03-09,995
"cases","18-54",2021-03-09,3107
"cases","55-64",2021-03-09,534
"cases","65-74",2021-03-09,167
"cases","75-84",2021-03-09,118
"cases","85+",2021-03-09,96
"cases","0-5",2021-03-10,166
"cases","6-17",2021-03-10,900
"cases","18-54",2021-03-10,3064
"cases","55-64",2021-03-10,503
"cases","65-74",2021-03-10,164
"cases","75-84",2021-03-10,94
"cases","85+",2021-03-10,113
"cases","0-5",2021-03-11,191
"cases","6-17",2021-03-11,914
"cases","18-54",2021-03-11,2808
"cases","55-64",2021-03-11,432
"cases","65-74",2021-03-11,152
"cases","75-84",2021-03-11,99
"cases","85+",2021-03-11,85
"cases","0-5",2021-03-12,160
"cases","6-17",2021-03-12,971
"cases","18-54",2021-03-12,2675
"cases","55-64",2021-03-12,439
"cases","65-74",2021-03-12,188
"cases","75-84",2021-03-12,97
"cases","85+",2021-03-12,79
"cases","0-5",2021-03-13,138
"cases","6-17",2021-03-13,560
"cases","18-54",2021-03-13,2155
"cases","55-64",2021-03-13,353
"cases","65-74",2021-03-13,105
"cases","75-84",2021-03-13,77
"cases","85+",2021-03-13,59
"cases","0-5",2021-03-14,129
"cases","6-17",2021-03-14,715
"cases","18-54",2021-03-14,2202
"cases","55-64",2021-03-14,315
"cases","65-74",2021-03-14,118
"cases","75-84",2021-03-14,62
"cases","85+",2021-03-14,42
"cases","0-5",2021-03-15,167
"cases","6-17",2021-03-15,1303
"cases","18-54",2021-03-15,3139
"cases","55-64",2021-03-15,478
"cases","65-74",2021-03-15,164
"cases","75-84",2021-03-15,105
"cases","85+",2021-03-15,77
"cases","0-5",2021-03-16,162
"cases","6-17",2021-03-16,1173
"cases","18-54",2021-03-16,2695
"cases","55-64",2021-03-16,406
"cases","65-74",2021-03-16,140
"cases","75-84",2021-03-16,88
"cases","85+",2021-03-16,71
"cases","0-5",2021-03-17,182
"cases","6-17",2021-03-17,1325
"cases","18-54",2021-03-17,2673
"cases","55-64",2021-03-17,395
"cases","65-74",2021-03-17,140
"cases","75-84",2021-03-17,74
"cases","85+",2021-03-17,55
"cases","0-5",2021-03-18,151
"cases","6-17",2021-03-18,1174
"cases","18-54",2021-03-18,2582
"cases","55-64",2021-03-18,380
"cases","65-74",2021-03-18,107
"cases","75-84",2021-03-18,76
"cases","85+",2021-03-18,43
"cases","0-5",2021-03-19,161
"cases","6-17",2021-03-19,1033
"cases","18-54",2021-03-19,2371
"cases","55-64",2021-03-19,328
"cases","65-74",2021-03-19,119
"cases","75-84",2021-03-19,71
"cases","85+",2021-03-19,51
"cases","0-5",2021-03-20,132
"cases","6-17",2021-03-20,775
"cases","18-54",2021-03-20,1947
"cases","55-64",2021-03-20,300
"cases","65-74",2021-03-20,112
"cases","75-84",2021-03-20,55
"cases","85+",2021-03-20,40
"cases","0-5",2021-03-21,127
"cases","6-17",2021-03-21,1633
"cases","18-54",2021-03-21,2254
"cases","55-64",2021-03-21,328
"cases","65-74",2021-03-21,89
"cases","75-84",2021-03-21,58
"cases","85+",2021-03-21,27
"cases","0-5",2021-03-22,158
"cases","6-17",2021-03-22,1469
"cases","18-54",2021-03-22,2818
"cases","55-64",2021-03-22,410
"cases","65-74",2021-03-22,130
"cases","75-84",2021-03-22,87
"cases","85+",2021-03-22,64
"cases","0-5",2021-03-23,140
"cases","6-17",2021-03-23,1180
"cases","18-54",2021-03-23,2496
"cases","55-64",2021-03-23,317
"cases","65-74",2021-03-23,94
"cases","75-84",2021-03-23,52
"cases","85+",2021-03-23,48
"cases","0-5",2021-03-24,133
"cases","6-17",2021-03-24,1675
"cases","18-54",2021-03-24,2698
"cases","55-64",2021-03-24,354
"cases","65-74",2021-03-24,114
"cases","75-84",2021-03-24,63
"cases","85+",2021-03-24,55
"cases","0-5",2021-03-25,132
"cases","6-17",2021-03-25,1363
"cases","18-54",2021-03-25,2349
"cases","55-64",2021-03-25,340
"cases","65-74",2021-03-25,118
"cases","75-84",2021-03-25,68
"cases","85+",2021-03-25,53
"cases","0-5",2021-03-26,115
"cases","6-17",2021-03-26,916
"cases","18-54",2021-03-26,2049
"cases","55-64",2021-03-26,308
"cases","65-74",2021-03-26,112
"cases","75-84",2021-03-26,56
"cases","85+",2021-03-26,42
"cases","0-5",2021-03-27,88
"cases","6-17",2021-03-27,750
"cases","18-54",2021-03-27,1724
"cases","55-64",2021-03-27,227
"cases","65-74",2021-03-27,71
"cases","75-84",2021-03-27,48
"cases","85+",2021-03-27,26
"cases","0-5",2021-03-28,94
"cases","6-17",2021-03-28,1511
"cases","18-54",2021-03-28,2052
"cases","55-64",2021-03-28,276
"cases","65-74",2021-03-28,79
"cases","75-84",2021-03-28,43
"cases","85+",2021-03-28,30
"cases","0-5",2021-03-29,92
"cases","6-17",2021-03-29,694
"cases","18-54",2021-03-29,1958
"cases","55-64",2021-03-29,264
"cases","65-74",2021-03-29,91
"cases","75-84",2021-03-29,53
"cases","85+",2021-03-29,26
"cases","0-5",2021-03-30,83
"cases","6-17",2021-03-30,679
"cases","18-54",2021-03-30,1760
"cases","55-64",2021-03-30,230
"cases","65-74",2021-03-30,102
"cases","75-84",2021-03-30,46
"cases","85+",2021-03-30,38
"cases","0-5",2021-03-31,74
"cases","6-17",2021-03-31,876
"cases","18-54",2021-03-31,1797
"cases","55-64",2021-03-31,222
"cases","65-74",2021-03-31,88
"cases","75-84",2021-03-31,45
"cases","85+",2021-03-31,29
"cases","0-5",2021-04-01,63
"cases","6-17",2021-04-01,725
"cases","18-54",2021-04-01,1693
"cases","55-64",2021-04-01,231
"cases","65-74",2021-04-01,69
"cases","75-84",2021-04-01,39
"cases","85+",2021-04-01,34
"cases","0-5",2021-04-02,58
"cases","6-17",2021-04-02,489
"cases","18-54",2021-04-02,1259
"cases","55-64",2021-04-02,176
"cases","65-74",2021-04-02,71
"cases","75-84",2021-04-02,34
"cases","85+",2021-04-02,28
"cases","0-5",2021-04-03,56
"cases","6-17",2021-04-03,444
"cases","18-54",2021-04-03,1236
"cases","55-64",2021-04-03,166
"cases","65-74",2021-04-03,63
"cases","75-84",2021-04-03,28
"cases","85+",2021-04-03,17
"cases","0-5",2021-04-04,34
"cases","6-17",2021-04-04,542
"cases","18-54",2021-04-04,1116
